NomeLoja;EnderecoWeb;Endereco;Cidade;CEP;CNPJ;Horario;GrupoCardapio;0;1
Pizzaria Barriga Cheia;https://www.ifood.com.br/delivery/paulista-pe/pizzaria-barriga-cheia-nossa-senhora-do-o/4fbda962-9622-4bdd-b30b-1d8835b3cc31;Avenida Doutor Cláudio José Gueiros Leite, 7523 - Nossa Senhora do Ó;Paulista - PE;53429-000;45.041.335/0001-96;['Segunda-feira - 17:00 às 23:00', 'Terça-feira - Não abre', 'Quarta-feira - 17:00 às 23:00', 'Quinta-feira - 17:00 às 23:00', 'Sexta-feira - 17:00 às 23:00', 'Sábado - 17:00 às 23:00', 'Domingo - 17:00 às 23:00'];['promoção', 'pizza', 'bebidas', 'pastéis com massa saborizada'];;
Prime Pizza;https://www.ifood.com.br/delivery/paulista-pe/prime-pizza-centro/a2d49d89-88a3-48cf-a4fc-3b51e74b9b6b;Rua Veneza, 1044 - Centro;Paulista - PE;53401-105;42.820.261/0001-06;['Segunda-feira - 17:30 às 23:00', 'Terça-feira - 17:30 às 23:00', 'Quarta-feira - Não abre', 'Quinta-feira - 17:30 às 23:00', 'Sexta-feira - 17:30 às 23:00', 'Sábado - 17:30 às 23:00', 'Domingo - 17:30 às 23:00'];['promoções', 'mais pedidos!', 'pizzas', 'bebidas'];;
Encanto Gelado;https://www.ifood.com.br/delivery/paulista-pe/encanto-gelado-maranguape-ii/374c5961-2ddc-42c1-90ba-240d19381dc2;Avenida F, 327 - Maranguape Ii;Paulista - PE;53421-560;48.738.155/0001-56;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - 00:00 às 02:00 - 10:00 às 23:59', 'Sábado - 00:00 às 02:00 - 10:00 às 23:59', 'Domingo - 00:00 às 02:00'];['cupom r$10', 'sacolé gourmet', 'açaí'];;
Bakana’s Sorvetes e Sanduiches Paulista;https://www.ifood.com.br/delivery/paulista-pe/bakanas-sorvetes-e-sanduiches-paulista-jardim-paulista/73015e8d-9316-4376-944e-840a14d9bbf7;Rua Sessenta e Três, 366 - Jardim Paulista;Paulista - PE;53409-100;08.642.006/0001-74;['Segunda-feira - 14:00 às 22:00', 'Terça-feira - 14:00 às 22:00', 'Quarta-feira - 14:00 às 22:00', 'Quinta-feira - 14:00 às 22:00', 'Sexta-feira - 14:00 às 22:00', 'Sábado - 14:00 às 22:00', 'Domingo - 14:00 às 22:00'];['combo', 'sorvetes', 'milk shakes', 'açai na tigela', 'bebidas'];;
Pizzaria do Dogão;https://www.ifood.com.br/delivery/paulista-pe/pizzaria-do-dogao-jardim-paulista/b0be07d7-fee8-41dd-b7f4-b797321863d1;Rua Sessenta e Três, 135 - Jardim Paulista;Paulista - PE;53409-100;26.698.270/0001-01;['Segunda-feira - 11:00 às 23:00', 'Terça-feira - 11:00 às 23:00', 'Quarta-feira - 11:00 às 23:00', 'Quinta-feira - 11:00 às 23:00', 'Sexta-feira - 11:00 às 23:00', 'Sábado - 11:00 às 23:00', 'Domingo - 11:00 às 23:00'];['pratos para uma pessoa', 'pratos para 3 pessoas', 'bebidas geladas'];;
Adriano Petiscaria;https://www.ifood.com.br/delivery/paulista-pe/adriano-petiscaria-pau-amarelo/e17242f7-d6d7-4b71-a011-b13ef31485cf;Rua Israel, 500 - Pau Amarelo;Paulista - PE;53433-610;32.707.369/0001-25;['Segunda-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Terça-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Quarta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Quinta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Sexta-feira - 10:30 às 15:00 - 18:00 às 23:00', 'Sábado - 10:30 às 15:00 - 18:00 às 23:00', 'Domingo - 10:30 às 15:00 - 18:00 às 23:00'];['carne de sol', 'batata frita', 'parmegiana', 'calabresa', 'picanha', 'almoço'];;
Subway Paulista;https://www.ifood.com.br/delivery/paulista-pe/subway-paulista-nobre/4831670f-f894-4454-8454-76939f410fe8;Avenida Prefeito José Eustáquio de Queiroz,, 220 - Nobre;Paulista - PE;53401-435;18.043.408/0001-06;['Segunda-feira - 10:00 às 22:00', 'Terça-feira - 10:00 às 22:00', 'Quarta-feira - 10:00 às 22:00', 'Quinta-feira - 10:00 às 22:00', 'Sexta-feira - 10:00 às 23:00', 'Sábado - 10:00 às 23:00', 'Domingo - 12:00 às 22:00'];['lançamento - cookie diamante negro', 'lançamentos', 'lançamentos - sobremesas', 'subs max', 'sanduíches exclusivos', 'sanduíches tradicionais', 'sanduíches preferidos', 'sanduíches econômicos', 'saladas', 'chips e cookies', 'bebidas', 'sobremesas'];;
Açaí Ponto de Parada;https://www.ifood.com.br/delivery/paulista-pe/acai-ponto-de-parada-jardim-paulista/67c12686-854d-4b12-9a4f-f59f6278bcdf;Avenida Presidente Tancredo Neves, 56 - Jardim Paulista;Paulista - PE;53409-190;29.774.725/0001-19;['Segunda-feira - 15:00 às 22:45', 'Terça-feira - 15:00 às 22:45', 'Quarta-feira - 15:00 às 22:45', 'Quinta-feira - 15:00 às 22:45', 'Sexta-feira - 15:00 às 22:45', 'Sábado - 15:00 às 22:45', 'Domingo - 15:00 às 22:45'];['bebidas', 'açaí'];;
World Açaiteria;https://www.ifood.com.br/delivery/paulista-pe/world-acaiteria-nobre/884769b0-1d51-4637-bb2b-844edddd303a;Rua Pedro Alves Neto, 55 - Nobre;Paulista - PE;53401-775;30.524.841/0001-69;['Segunda-feira - 10:00 às 15:30 - 18:00 às 23:00', 'Terça-feira - 10:00 às 15:30 - 18:00 às 23:00', 'Quarta-feira - 10:00 às 15:30 - 18:00 às 23:00', 'Quinta-feira - 10:00 às 15:30 - 18:00 às 23:00', 'Sexta-feira - 10:00 às 15:30 - 18:00 às 23:00', 'Sábado - 10:00 às 15:30 - 18:00 às 23:00', 'Domingo - 10:00 às 15:30 - 18:00 às 23:00'];['açaí na tigela', 'bebidas', 'ofertas só para novos', 'black friday', 'promobombs'];;
Kony Lounge;https://www.ifood.com.br/delivery/paulista-pe/kony-lounge-jardim-paulista/06dba5ca-e5ee-4c84-94d1-6f3f8b81c688;Avenida Ministro Marcos de Barros Freire, 1250 - Jardim Paulista;Paulista - PE;53407-355;13.040.234/0001-04;['Segunda-feira - 18:00 às 23:00', 'Terça-feira - 18:00 às 23:00', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:59', 'Sexta-feira - 18:00 às 23:59', 'Sábado - 18:00 às 23:59', 'Domingo - 18:00 às 23:00'];['destaques', 'promocionais', 'combinados do chefe', 'sugestões do chefe', 'culinária chinesa', 'temakis', 'niguiri e sashimi', 'sunomono', 'bebidas'];;
Cia Pastel;https://www.ifood.com.br/delivery/paulista-pe/cia-pastel-jardim-paulista-baixo/f2943e9c-9999-490d-bbba-17183c265d18;Rua Cinquenta e Um, 21 - Jardim Paulista Baixo;Paulista - PE;53421-261;39.282.222/0001-80;['Segunda-feira - Não abre', 'Terça-feira - 18:45 às 23:00', 'Quarta-feira - 18:45 às 23:00', 'Quinta-feira - 18:45 às 23:00', 'Sexta-feira - 18:45 às 23:00', 'Sábado - 18:45 às 23:00', 'Domingo - 18:45 às 23:00'];['pastel de carne', 'pastel de frango', 'pastel de queijos', 'pastel doces', 'pastel de crustáceo', 'pastel de palmito', 'pastel de hambúrguer', 'pastel petisco'];;
Rodes Churrasco Grego;https://www.ifood.com.br/delivery/paulista-pe/rodes-churrasco-grego-jardim-paulista/2c1927cf-ee96-478c-8f7d-f956e3c348f0;Rua Cinquenta e Um, 21 - Jardim Paulista;Paulista - PE;53409-580;34.764.455/0001-03;['Segunda-feira - 17:00 às 23:00', 'Terça-feira - 17:00 às 23:00', 'Quarta-feira - 17:00 às 23:00', 'Quinta-feira - 17:00 às 23:00', 'Sexta-feira - 17:00 às 23:00', 'Sábado - 17:00 às 23:00', 'Domingo - 17:00 às 23:00'];['saladas', 'adicionais', 'bebidas'];;
Ki Delícia Salgados;https://www.ifood.com.br/delivery/paulista-pe/ki-delicia-salgados-pau-amarelo/8ec0d9f2-f724-41f0-9ff8-5d18837e0b1c;Rua Vitoria S Antao, 65 - Pau Amarelo;Paulista - PE;53433-290;37.326.024/0001-45;['Segunda-feira - 00:00 às 02:45 - 17:30 às 23:59', 'Terça-feira - 10:00 às 23:59', 'Quarta-feira - 06:00 às 23:59', 'Quinta-feira - 00:00 às 04:00 - 06:00 às 23:59', 'Sexta-feira - 11:15 às 23:59', 'Sábado - 22:00 às 23:59', 'Domingo - 03:00 às 04:00 - 10:30 às 23:59'];['açaí', 'salgados'];;
Krispys Lanches Gourmet;https://www.ifood.com.br/delivery/paulista-pe/krispys-lanches-gourmet-jardim-paulista/f1d5b53f-f711-4e88-adad-eb90f85fab5c;Avenida Ministro Marcos de Barros Freire, 83 - Jardim Paulista;Paulista - PE;53407-355;39.294.842/0001-39;['Segunda-feira - 19:00 às 23:00', 'Terça-feira - 18:00 às 23:00', 'Quarta-feira - 19:30 às 23:30', 'Quinta-feira - 19:00 às 23:00', 'Sexta-feira - 18:00 às 21:45', 'Sábado - 18:00 às 21:45', 'Domingo - 18:00 às 21:45'];['coxinha', 'enroladinho'];;
Tá na Chapa Burguer;https://www.ifood.com.br/delivery/paulista-pe/ta-na-chapa-burguer-jardim-paulista/fca2255e-4cd0-4526-8a2c-e275d179fe3c;Avenida E, 236 - Jardim Paulista;Paulista - PE;53407-210;46.493.180/0001-91;['Segunda-feira - 18:00 às 23:00', 'Terça-feira - Não abre', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:00', 'Sexta-feira - 18:00 às 23:00', 'Sábado - 18:00 às 23:00', 'Domingo - 18:00 às 23:00'];['burguers', 'batata frita', 'combos', 'refrigerantes', 'adicionais'];;
Punk keka's;https://www.ifood.com.br/delivery/paulista-pe/punk-kekas-pau-amarelo/5e39d1b0-cf3e-4690-990b-a9fa125eb700;Avenida Severino Pereira de Oliveira, 385 - Pau Amarelo;Paulista - PE;53433-240;36.789.439/0001-92;['Segunda-feira - 09:00 às 23:59', 'Terça-feira - 09:00 às 23:59', 'Quarta-feira - 09:00 às 23:59', 'Quinta-feira - 09:00 às 23:59', 'Sexta-feira - 08:30 às 23:59', 'Sábado - 09:45 às 23:59', 'Domingo - 08:45 às 23:45'];['destaques', '- os mais pedidos do ifood -', '- espetaculo de panquecas !!! -', '- combos com desconto -', '- panquecas doces -', 'bebidas'];;
Castanha Acai;https://www.ifood.com.br/delivery/paulista-pe/castanha-acai-pau-amarelo/f7d3d061-e38f-4911-a215-060a90fabc77;Rua Manoel de Araújo, 13 - Pau Amarelo;Paulista - PE;53433-480;41.765.285/0001-39;['Segunda-feira - 12:00 às 23:59', 'Terça-feira - 17:00 às 23:59', 'Quarta-feira - 12:00 às 23:59', 'Quinta-feira - 12:00 às 23:59', 'Sexta-feira - 12:00 às 23:59', 'Sábado - 12:00 às 23:59', 'Domingo - 12:00 às 23:59'];['açaí tradicional', 'açaí trufado'];;
Delicias de Gourmet 3m;https://www.ifood.com.br/delivery/paulista-pe/delicias-de-gourmet-3m-jardim-paulista/b93eb849-0e4c-45a3-b2d4-59b31d5fa957;Rua Noventa e Sete, 146 - Jardim Paulista;Paulista - PE;53407-080;42.085.354/0001-26;['Segunda-feira - 12:00 às 22:30', 'Terça-feira - 12:00 às 22:30', 'Quarta-feira - 12:00 às 22:30', 'Quinta-feira - 12:00 às 22:30', 'Sexta-feira - 12:00 às 13:00', 'Sábado - 12:00 às 22:30', 'Domingo - 12:00 às 22:30'];['frutas', 'gourmets'];;
Fit-me Marmitas Saudáveis;https://www.ifood.com.br/delivery/paulista-pe/fit-me-marmitas-saudaveis-jardim-paulista/12861ccf-9542-40d1-a9d5-410d3e50caad;Rua Noventa e Nove, 9 - Jardim Paulista;Paulista - PE;53407-140;46.051.214/0001-98;['Segunda-feira - 10:00 às 22:30', 'Terça-feira - 10:00 às 22:30', 'Quarta-feira - 10:00 às 22:30', 'Quinta-feira - 10:00 às 22:30', 'Sexta-feira - 10:00 às 22:30', 'Sábado - 10:00 às 22:30', 'Domingo - 10:00 às 22:30'];['marmita fit.'];;
Festolé;https://www.ifood.com.br/delivery/paulista-pe/festole-maranguape-i/6c54414c-7613-4c1e-aaf1-6ef77bcc0755;Rua Dez, 56 - Maranguape I;Paulista - PE;53444-530;26.646.085/0001-73;['Segunda-feira - 08:30 às 22:00', 'Terça-feira - 08:30 às 22:30', 'Quarta-feira - 08:45 às 22:30', 'Quinta-feira - 08:45 às 22:30', 'Sexta-feira - 08:45 às 22:30', 'Sábado - 07:45 às 22:30', 'Domingo - 07:45 às 22:45'];['destaques', 'sacolé gourmet', 'combo festolé', 'açai', 'sacolé no isopor'];;
F & G Hamburgueria e Petiscaria;https://www.ifood.com.br/delivery/paulista-pe/f--g-hamburgueria-e-petiscaria-pau-amarelo/d509067f-6b50-435a-a117-7d72093d233d;Rua do Retiro, 378 - Pau Amarelo;Paulista - PE;53433-750;48.720.484/0001-70;['Segunda-feira - Não abre', 'Terça-feira - 17:00 às 23:59', 'Quarta-feira - 17:00 às 23:59', 'Quinta-feira - 17:00 às 23:59', 'Sexta-feira - 17:00 às 23:59', 'Sábado - 17:00 às 23:59', 'Domingo - 17:00 às 23:59'];['lanches'];;
Bella Pizza;https://www.ifood.com.br/delivery/paulista-pe/bella-pizza-janga/67ec314c-bf7c-461a-a475-e39ec7863e5f;Rua Quipapa, 267 - Janga;Paulista - PE;53435-070;40.516.469/0001-00;['Segunda-feira - 18:00 às 23:00', 'Terça-feira - Não abre', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:00', 'Sexta-feira - 18:00 às 23:00', 'Sábado - 18:00 às 22:30', 'Domingo - 18:00 às 22:30'];['cupom de desconto', 'salgadas', 'doces', 'refrigerantes'];;
Casa da Vó Ju;https://www.ifood.com.br/delivery/paulista-pe/casa-da-vo-ju-vila-torres-galvao/425a5b8e-5f7e-4526-a4e6-ec8a51991fb8;Avenida Antônio Cabral de Souza, 350 - Vila Torres Galvão;Paulista - PE;53403-610;45.994.893/0001-76;['Segunda-feira - Não abre', 'Terça-feira - 17:00 às 23:00', 'Quarta-feira - 17:00 às 23:00', 'Quinta-feira - 17:00 às 23:00', 'Sexta-feira - 17:00 às 23:00', 'Sábado - 17:00 às 23:00', 'Domingo - Não abre'];['pastéis', 'sobremesas', 'promoções'];;
Brangus Hamburgueria Artesanal;https://www.ifood.com.br/delivery/itapissuma-pe/brangus-hamburgueria-artesanal-centro/0ec66145-6fb7-4acb-b57e-5673fa937a97;Praça Agamenon Magalhães, 75 - Centro;Itapissuma - PE;53700-000;29.738.260/0001-40;['Segunda-feira - 18:00 às 23:30', 'Terça-feira - 18:00 às 23:30', 'Quarta-feira - 18:00 às 23:30', 'Quinta-feira - 18:00 às 23:30', 'Sexta-feira - 18:00 às 23:30', 'Sábado - 17:30 às 23:30', 'Domingo - 17:30 às 23:30'];"['destaques', 'brangus do dia (1)', 'hot-dogs', 'baguetes', 'hamburguer', 'combos', ""pizza's"", 'sobremesas geladas (1)', 'clones', 'bebidas', 'acompanhamentos']";;
TROPICAL COMEDORIA;https://www.ifood.com.br/delivery/paulista-pe/tropical-comedoria-pau-amarelo/cd7eef44-7ea3-4867-baac-ce21bbad221b;Rua Dom Diamantino Costa, 160 - Pau Amarelo;Paulista - PE;53433-500;42.801.370/0001-78;['Segunda-feira - 10:00 às 14:15 - 18:00 às 21:45', 'Terça-feira - 10:00 às 14:15 - 18:00 às 21:45', 'Quarta-feira - 10:00 às 14:15 - 18:00 às 21:45', 'Quinta-feira - 10:00 às 14:15 - 18:00 às 21:45', 'Sexta-feira - 10:00 às 14:15 - 18:00 às 21:45', 'Sábado - 10:00 às 14:15 - 18:00 às 21:45', 'Domingo - Não abre'];['destaques', 'yakisoba especial', 'yakisoba tradicional', 'batata frita', 'bebidas'];;
Delicias da Gabi Silva;https://www.ifood.com.br/delivery/igarassu-pe/delicias-da-gabi-silva-santa-maria/fe88dcd4-0768-4b76-a15d-e243e5af5c85;Rua João Amazonas, 59 - Santa Maria;Igarassu - PE;53635-675;42.830.255/0001-21;['Segunda-feira - 10:30 às 15:15', 'Terça-feira - 10:30 às 15:15', 'Quarta-feira - Não abre', 'Quinta-feira - 10:30 às 15:15', 'Sexta-feira - 10:30 às 15:15', 'Sábado - 10:30 às 15:15', 'Domingo - 10:30 às 15:15'];['almoços tamanho m 600g (1) (1)', 'almoços tamanho g 750g (1) (1)', 'almoço com 2 opções de carne m - 600g (1) (1)', 'almoço com 2 opções de carne g  - 750g', 'almoço do tamanho da sua fome! (1)', 'bebidas'];;
Vagalum's Naturalles;https://www.ifood.com.br/delivery/igarassu-pe/vagalums-naturalles-rubina/5c362e30-5638-46d0-87ac-f2803f09ff02;Rua Jardim Novelino, 39 - Rubina;Igarassu - PE;53635-585;44.574.707/0001-87;['Segunda-feira - 11:00 às 23:00', 'Terça-feira - 11:00 às 23:00', 'Quarta-feira - 11:00 às 23:00', 'Quinta-feira - 11:00 às 23:00', 'Sexta-feira - 11:00 às 23:00', 'Sábado - 11:00 às 23:00', 'Domingo - 11:00 às 23:00'];['bebidas', 'promoção da semana', 'combo', 'sorvete 2 litros', 'açaí na tigela', 'sorvetes de frutas', 'adicionais'];;
Delicias da Vovo;https://www.ifood.com.br/delivery/igarassu-pe/delicias-da-vovo-ana-de-albuquerque/b1c84141-e995-480c-8ee7-ec25f5189031;Rua Paraíba, 54 - Ana de Albuquerque;Igarassu - PE;53630-115;43.518.700/0001-85;['Segunda-feira - 10:30 às 15:30', 'Terça-feira - 10:30 às 15:30', 'Quarta-feira - 10:30 às 15:30', 'Quinta-feira - 10:30 às 15:30', 'Sexta-feira - 10:30 às 15:30', 'Sábado - Não abre', 'Domingo - Não abre'];['deliciosos', 'bebidas'];;
Sabor Caseiro - Oficial Minecaseiras;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sabor-caseiro---oficial-minecaseiras-timbo/1c592e91-e79e-432a-996c-5e9b65c364c1;Rua Marcílio Dias, 234 - Timbó;Abreu e Lima - PE;53520-120;24.930.656/0001-71;['Segunda-feira - 08:30 às 14:30', 'Terça-feira - 08:30 às 14:30', 'Quarta-feira - 08:30 às 14:30', 'Quinta-feira - 08:30 às 14:30', 'Sexta-feira - 08:30 às 14:30', 'Sábado - 08:30 às 14:30', 'Domingo - 09:30 às 14:30'];['minecaseiras populares. peça já a sua !', 'minecaseiras  mais pedidas !!!', 'bebidas'];;
Sabor Caseiro - Oficial - Abreu e Lima;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sabor-caseiro---oficial---abreu-e-lima-timbo/71d92a98-b4d6-4f8e-8061-60196f61bc98;Rua Marcílio Dias, 232 - Timbó;Abreu e Lima - PE;53520-120;19.727.235/0001-08;['Segunda-feira - 08:30 às 14:30', 'Terça-feira - 08:30 às 14:30', 'Quarta-feira - 08:30 às 14:30', 'Quinta-feira - 08:30 às 14:30', 'Sexta-feira - 08:30 às 14:30', 'Sábado - 08:30 às 14:30', 'Domingo - 09:15 às 15:00'];['destaques', 'novidade do dia', 'chegou as minecaseiras! leve e saborosa!', 'sabe aquele tempero nordestino? temos!', 'temos  variedades de arrumadinhos pra vc', 'os queridinhos ! vamos provar?', 'deseja uma salada? temos muitas opções!', 'varias opções de bebidas, escolha a sua!'];;
Fome de Massa;https://www.ifood.com.br/delivery/abreu-e-lima-pe/fome-de-massa-timbo/d273f64d-165b-47fa-8d5a-55a147e17159;Rua Quarenta e Três-B, 116 - Timbó;Abreu e Lima - PE;53520-085;39.689.462/0001-01;['Segunda-feira - 09:00 às 11:00 - 14:00 às 18:00', 'Terça-feira - 09:00 às 13:00 - 14:00 às 18:00', 'Quarta-feira - 09:00 às 13:00 - 14:00 às 18:00', 'Quinta-feira - 09:00 às 13:00 - 14:00 às 18:00', 'Sexta-feira - 09:00 às 12:00 - 14:00 às 18:00', 'Sábado - 09:00 às 13:00', 'Domingo - Não abre'];['destaques', 'está com fome de desconto?', 'os queridinhos da casa!!!!', 'massas'];;
O Rei da Carne de Sol;https://www.ifood.com.br/delivery/abreu-e-lima-pe/o-rei-da-carne-de-sol-timbo/2f4123ea-54f2-4a06-a214-0feb73d3ac68;Av Duque de Caxias, 60 - Timbo;Abreu e Lima - PE;53510-050;20.593.549/0001-44;['Segunda-feira - 10:00 às 16:00', 'Terça-feira - 10:00 às 16:00', 'Quarta-feira - 10:00 às 16:00', 'Quinta-feira - 10:00 às 16:00', 'Sexta-feira - 10:00 às 16:00', 'Sábado - 10:00 às 16:00', 'Domingo - 10:00 às 16:00'];['destaques', 'promoção', 'pratos completos 3 a 4 pessoas', 'pratos completos 2 pessoas', 'filés', 'pratos executivos', 'petiscos', 'porcão extra', 'sobremesas', 'bebidas'];;
Tempero da Vitoria;https://www.ifood.com.br/delivery/paulista-pe/tempero-da-vitoria-artur-lundgren-ii/74966f00-d061-4e97-b1de-fae9faf972e8;Rua Catolé Novo, 2923 - Artur Lundgren Ii;Paulista - PE;53416-720;37.921.045/0001-09;['Segunda-feira - 10:00 às 14:00', 'Terça-feira - 10:00 às 14:00', 'Quarta-feira - 10:00 às 14:00', 'Quinta-feira - 10:00 às 14:00', 'Sexta-feira - 10:00 às 14:00', 'Sábado - 09:45 às 14:45', 'Domingo - 09:45 às 14:45'];['1 - almoço individual (1 pessoa )', '2 -  pratos especiais', '4 - porções extra', '5 - petisco', '6 - acompanhamentos', '7 - bebidas', '8 - sobremesas'];;
Recanto Nobre;https://www.ifood.com.br/delivery/paulista-pe/recanto-nobre-nossa-senhora-da-conceicao/1a30a992-403c-483e-844b-88bb61d64f22;Rua Ursa Maior, 272 - Nossa Senhora da Conceição;Paulista - PE;53429-240;35.951.916/0001-01;['Segunda-feira - 09:00 às 20:00', 'Terça-feira - 08:30 às 20:00', 'Quarta-feira - 08:00 às 20:00', 'Quinta-feira - 08:00 às 20:00', 'Sexta-feira - 08:30 às 20:00', 'Sábado - 08:15 às 17:00', 'Domingo - Não abre'];['bebidas'];;
Cebola Frita Express;https://www.ifood.com.br/delivery/paulista-pe/cebola-frita-express-maranguape-ii/589121e8-2dcb-4c52-8219-ab81e0b0e721;Avenida Antônio Cabral de Souza, 35 - Maranguape Ii;Paulista - PE;53421-420;26.094.396/0001-77;['Segunda-feira - 10:30 às 21:00', 'Terça-feira - 10:30 às 21:00', 'Quarta-feira - 10:30 às 21:00', 'Quinta-feira - 10:30 às 21:00', 'Sexta-feira - 10:30 às 21:00', 'Sábado - 10:30 às 23:00', 'Domingo - 10:30 às 20:00'];['marmitas', 'porções extras'];;
Confeitaria Ericka Andrade - Express;https://www.ifood.com.br/delivery/paulista-pe/confeitaria-ericka-andrade---express-jardim-paulista/4c3f135a-9abf-483f-bb85-a3348e20d23b;Rua Cinqüenta e Três, 169 - Jardim Paulista;Paulista - PE;53409-570;14.997.041/0001-09;['Segunda-feira - Não abre', 'Terça-feira - 09:30 às 18:00', 'Quarta-feira - 09:15 às 18:00', 'Quinta-feira - 09:15 às 18:00', 'Sexta-feira - 09:15 às 18:00', 'Sábado - 09:15 às 18:00', 'Domingo - 08:30 às 15:00'];['destaques', 'mais vendidos.', 'os mais pedidos do mês', 'senta vai ter bolo', 'bolos vulcões/festivos', '- combos pra compartilhar-', 'sobremesa no copo', 'bolos piscininhas', 'tortas', 'economize kit festa', 'promoção'];;
Brasa's Galetos;https://www.ifood.com.br/delivery/paulista-pe/brasas-galetos-pau-amarelo/399adf62-edf3-4e2e-9ba9-7c312889669e;Rua Doutor Sebastião Amaral, 770 - Pau Amarelo;Paulista - PE;53433-010;36.477.208/0001-43;['Segunda-feira - 10:00 às 23:45', 'Terça-feira - 11:00 às 23:59', 'Quarta-feira - 11:00 às 23:59', 'Quinta-feira - 09:00 às 23:45', 'Sexta-feira - 09:00 às 23:30', 'Sábado - 08:30 às 23:00', 'Domingo - 00:00 às 03:00 - 09:00 às 23:30'];['fritas brasa’s', 'refrigerantes', 'almoços brasas', 'combo brasa’s petisco', 'porções extras', 'salgados'];;
Na Brasa Burgueer;https://www.ifood.com.br/delivery/igarassu-pe/na-brasa-burgueer-cruz-de-reboucas/3df16027-84ef-409c-ac11-176dfad8784f;Rua Santa Helena, 23 - Cruz de Rebouças;Igarassu - PE;53600-000;37.046.012/0001-67;['Segunda-feira - 18:00 às 23:00', 'Terça-feira - 18:00 às 23:00', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:00', 'Sexta-feira - 18:00 às 23:00', 'Sábado - 18:00 às 23:00', 'Domingo - 18:00 às 23:00'];['hambúrguer artesanal', 'porções'];;
Bl Distribuidora;https://www.ifood.com.br/delivery/igarassu-pe/bl-distribuidora-jardim-boa-sorte/8fa5a7d6-625b-4728-9c34-ee4bbccb2583;Rua Adélia Rodrigues, 52 - Jardim Boa Sorte;Igarassu - PE;53625-320;44.783.874/0001-38;['Segunda-feira - 11:00 às 18:30', 'Terça-feira - 11:00 às 18:30', 'Quarta-feira - 11:00 às 20:00', 'Quinta-feira - 11:00 às 22:15', 'Sexta-feira - 11:00 às 22:15', 'Sábado - 11:00 às 22:15', 'Domingo - 11:00 às 21:30'];['destaques', 'bebidas'];;
